aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.472218,0.061897,0.476258,0.342316,0.584061,0.000067,0.001641,0.505494,0.022538,0.505996,0.412064,0.565964,0.000009,0.000137,0.629857,0.127480,0.642628,0.393219,0.950378,0.000283,0.007603,0.498294,0.012239,0.498444,0.481262,0.529282,0.000003,0.000096,0.504218,0.043668,0.506106,0.380310,0.548599,0.000033,0.001335,0.501185,0.010001,0.501285,0.490952,0.540497,0.000002,0.000038
0.484742,0.059754,0.488411,0.314240,0.568115,0.000062,0.001474,0.505818,0.023899,0.506383,0.467606,0.584091,0.000010,0.000255,0.649870,0.095008,0.656778,0.533234,0.989487,0.000157,0.003189,0.501313,0.013104,0.501484,0.488922,0.541672,0.000003,0.000084,0.506637,0.032829,0.507700,0.383881,0.530930,0.000019,0.000315,0.501241,0.007367,0.501295,0.484940,0.537949,0.000001,0.000013
0.495131,0.051805,0.497834,0.342697,0.569901,0.000047,0.001196,0.517548,0.031326,0.518495,0.452225,0.582520,0.000017,0.000282,0.624315,0.139815,0.639779,0.439651,0.909668,0.000340,0.013234,0.502365,0.012131,0.502511,0.477600,0.544342,0.000003,0.000041,0.506958,0.037636,0.508353,0.407837,0.569855,0.000025,0.000782,0.502719,0.011007,0.502840,0.481461,0.538910,0.000002,0.000034
0.521946,0.033975,0.523051,0.449692,0.587891,0.000020,0.000747,0.509512,0.020540,0.509926,0.448410,0.548477,0.000007,0.000211,0.617507,0.091673,0.624274,0.457901,0.763901,0.000146,0.004740,0.497265,0.006752,0.497311,0.485168,0.518234,0.000001,0.000033,0.507979,0.023412,0.508518,0.437775,0.545486,0.000010,0.000457,0.501229,0.005451,0.501259,0.489899,0.514114,0.000001,0.000010
0.524117,0.038737,0.525547,0.426971,0.592072,0.000026,0.000798,0.513267,0.027229,0.513989,0.482010,0.613037,0.000013,0.000502,0.626053,0.113344,0.636231,0.470322,0.927887,0.000223,0.006463,0.500629,0.010757,0.500745,0.484375,0.529816,0.000002,0.000066,0.507320,0.030678,0.508247,0.393188,0.549469,0.000016,0.000704,0.502493,0.005753,0.502526,0.493362,0.534088,0.000001,0.000017
0.508412,0.052871,0.511154,0.398315,0.591431,0.000049,0.001674,0.508854,0.020202,0.509255,0.461685,0.584686,0.000007,0.000166,0.633117,0.097070,0.640515,0.518265,0.889053,0.000164,0.004591,0.499525,0.010784,0.499641,0.480530,0.533890,0.000002,0.000088,0.507847,0.029946,0.508729,0.401215,0.543015,0.000016,0.000581,0.501305,0.005932,0.501340,0.488586,0.524399,0.000001,0.000010
0.502274,0.051820,0.504940,0.350357,0.559723,0.000047,0.001237,0.527857,0.050290,0.530247,0.362808,0.687958,0.000044,0.000445,0.634905,0.107111,0.643877,0.326035,0.941666,0.000200,0.002715,0.498449,0.018078,0.498776,0.466263,0.545273,0.000006,0.000174,0.493644,0.031885,0.494673,0.368851,0.515289,0.000018,0.000429,0.497648,0.019445,0.498028,0.477432,0.585266,0.000007,0.000129
0.511207,0.049326,0.513582,0.376038,0.593475,0.000042,0.001272,0.529561,0.030175,0.530420,0.488998,0.617386,0.000016,0.000360,0.620840,0.119898,0.632311,0.418610,0.922043,0.000250,0.005811,0.503318,0.008190,0.503385,0.486755,0.525360,0.000001,0.000028,0.510297,0.035668,0.511542,0.461853,0.601151,0.000022,0.000802,0.505895,0.011497,0.506026,0.485809,0.528732,0.000002,0.000075
0.508494,0.035974,0.509765,0.366348,0.571198,0.000023,0.000477,0.517252,0.029315,0.518082,0.381851,0.583481,0.000015,0.000278,0.607245,0.153512,0.626349,0.345840,0.975922,0.000410,0.010525,0.498926,0.009809,0.499022,0.478546,0.527420,0.000002,0.000071,0.507655,0.036288,0.508950,0.396576,0.564041,0.000023,0.000955,0.499785,0.004703,0.499807,0.489960,0.519211,0.000000,0.000006
0.497761,0.056840,0.500996,0.319763,0.591660,0.000056,0.001699,0.522083,0.019529,0.522448,0.493942,0.587494,0.000007,0.000202,0.626873,0.127901,0.639788,0.453308,0.998184,0.000285,0.006215,0.500545,0.008977,0.500626,0.488251,0.528351,0.000001,0.000050,0.510485,0.032140,0.511496,0.372192,0.554977,0.000018,0.000785,0.500069,0.006855,0.500116,0.489456,0.521698,0.000001,0.000020
0.510344,0.077544,0.516202,0.310287,0.597687,0.000105,0.002988,0.540487,0.028341,0.541230,0.401123,0.655533,0.000014,0.000159,0.639044,0.112578,0.648884,0.373627,0.999817,0.000220,0.004537,0.497491,0.013778,0.497682,0.468781,0.543869,0.000003,0.000090,0.495539,0.041153,0.497245,0.350754,0.529861,0.000029,0.000563,0.494293,0.018304,0.494631,0.458755,0.567764,0.000006,0.000160
