aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.433811,0.154218,0.460408,0.045868,0.595139,0.000414,0.010068,0.527353,0.201991,0.564714,0.118896,0.972427,0.000710,0.009853,0.611821,0.094435,0.619066,0.385117,0.780258,0.000155,0.002529,0.501576,0.013478,0.501757,0.461273,0.538528,0.000003,0.000039,0.508495,0.035025,0.509700,0.456345,0.583954,0.000021,0.000927,0.513064,0.060327,0.516599,0.462448,0.683578,0.000063,0.001955
0.451972,0.132158,0.470897,0.077454,0.566513,0.000304,0.009900,0.513528,0.154800,0.536352,0.190643,0.917953,0.000417,0.007426,0.620883,0.089011,0.627231,0.431396,0.911041,0.000138,0.002854,0.499625,0.012085,0.499771,0.462265,0.532898,0.000003,0.000043,0.505193,0.031254,0.506158,0.478226,0.605652,0.000017,0.000624,0.506173,0.051110,0.508746,0.468231,0.663040,0.000045,0.001245
0.466507,0.125046,0.482975,0.000061,0.557144,0.000272,0.005245,0.549268,0.169385,0.574793,0.026428,0.880493,0.000499,0.007728,0.598294,0.118090,0.609837,0.326920,0.967987,0.000243,0.003442,0.502005,0.006583,0.502048,0.477493,0.523285,0.000001,0.000008,0.503496,0.030430,0.504415,0.469513,0.623871,0.000016,0.000402,0.503765,0.044325,0.505711,0.467682,0.659546,0.000034,0.000862
0.480290,0.108188,0.492324,0.091354,0.565063,0.000204,0.004091,0.532518,0.129173,0.547961,0.210999,0.869263,0.000290,0.005331,0.601561,0.138362,0.617268,0.164337,0.999939,0.000333,0.004738,0.502968,0.011882,0.503109,0.456924,0.541458,0.000002,0.000022,0.502493,0.034815,0.503698,0.476120,0.632538,0.000021,0.000482,0.499678,0.034381,0.500859,0.472107,0.629410,0.000021,0.000668
0.427432,0.158128,0.455744,0.000061,0.524719,0.000435,0.013544,0.558578,0.150886,0.578598,0.192902,0.903091,0.000396,0.008879,0.601765,0.135863,0.616911,0.273392,0.985397,0.000321,0.006516,0.499794,0.010388,0.499902,0.455856,0.513077,0.000002,0.000031,0.508948,0.052684,0.511668,0.469452,0.690338,0.000048,0.001222,0.507291,0.055378,0.510305,0.466934,0.668427,0.000053,0.001949
0.443752,0.141760,0.465845,0.000061,0.544876,0.000350,0.008294,0.573097,0.162612,0.595721,0.061249,0.919464,0.000460,0.011526,0.568262,0.150859,0.587945,0.196945,0.999939,0.000396,0.009567,0.505702,0.010718,0.505816,0.475372,0.544327,0.000002,0.000024,0.496451,0.051599,0.499125,0.453629,0.665054,0.000046,0.001538,0.501335,0.046986,0.503532,0.460754,0.666809,0.000038,0.001445
0.457488,0.123231,0.473795,0.079544,0.558456,0.000264,0.007627,0.528589,0.156104,0.551158,0.127808,0.933029,0.000424,0.007769,0.595550,0.095878,0.603219,0.319412,0.857986,0.000160,0.002523,0.501011,0.010737,0.501126,0.455124,0.519653,0.000002,0.000019,0.500251,0.034798,0.501460,0.473450,0.616821,0.000021,0.000712,0.500479,0.053136,0.503292,0.453522,0.664230,0.000049,0.001702
0.450197,0.135976,0.470284,0.022919,0.554535,0.000322,0.010455,0.539280,0.166938,0.564528,0.130920,0.999939,0.000485,0.007723,0.600901,0.095716,0.608477,0.314926,0.807373,0.000159,0.002476,0.499615,0.012590,0.499773,0.442215,0.516983,0.000003,0.000039,0.502937,0.033969,0.504083,0.469437,0.618332,0.000020,0.000725,0.511649,0.061784,0.515366,0.462982,0.697647,0.000066,0.002224
0.525984,0.016379,0.526239,0.481201,0.545105,0.000005,0.000160,0.521473,0.049588,0.523825,0.490540,0.792313,0.000043,0.000768,0.610515,0.027507,0.611135,0.468719,0.645737,0.000013,0.000213,0.501937,0.008592,0.502010,0.486816,0.520218,0.000001,0.000064,0.498136,0.007362,0.498190,0.476944,0.505402,0.000001,0.000039,0.494260,0.005901,0.494295,0.478882,0.508453,0.000001,0.000018
0.490230,0.098763,0.500079,0.135361,0.557541,0.000170,0.003596,0.539368,0.152181,0.560426,0.081787,0.862778,0.000403,0.007693,0.612828,0.038191,0.614017,0.521591,0.702637,0.000025,0.000630,0.493353,0.009986,0.493454,0.474762,0.518204,0.000002,0.000057,0.500351,0.012196,0.500500,0.480988,0.531082,0.000003,0.000055,0.500760,0.045039,0.502781,0.462921,0.659149,0.000035,0.000735
